633,744,-178.151078,199,370,370,60
633,743,-176.920686,195,370,370,60
635,728,-177.854921,190,370,370,60
636,714,-177.369003,199,370,370,60
639,689,-173.767536,210,370,370,60
641,671,-177.314995,207,370,367,60
644,643,-173.712803,227,370,355,60
646,625,-173.024326,235,370,330,60
649,597,-174.391695,224,370,314,60
652,578,-172.729608,231,370,302,60
655,550,-177.357660,240,370,285,60
658,531,-173.719957,251,370,274,60
660,512,-174.738440,250,370,264,60
665,484,-174.865942,251,370,231,60
668,465,-172.929735,250,361,206,60
671,447,-173.479710,276,335,189,60
676,419,-168.025902,306,319,176,60
681,391,-176.148536,323,291,168,60
684,373,-171.478297,309,277,154,60
688,356,-176.814415,281,242,178,60
693,331,-168.163097,265,230,149,60
697,315,-171.914207,248,203,152,60
700,301,-165.634876,217,193,135,60
705,280,-169.728086,230,171,161,60
708,266,-166.549056,179,156,130,60
713,248,-176.073028,183,139,145,60
716,237,-166.968148,165,129,135,60
720,226,-166.574649,131,115,114,60
723,216,-173.916342,130,102,125,60
728,201,-165.823458,106,95,104,60
730,191,-174.311284,97,83,106,60
731,185,-167.086268,86,76,100,60
731,181,-170.216009,80,68,107,60
730,177,169.109432,120,65,73,60
729,171,166.539062,107,60,71,60
727,167,166.230012,104,56,65,60
725,163,163.165715,104,53,58,60
723,161,155.519620,124,53,54,60
721,161,143.792293,202,64,52,60
720,162,120.384953,193,91,58,60
719,163,102.030133,204,179,72,60
719,164,76.492559,344,190,158,60
719,165,47.497735,370,230,193,60
720,166,33.893421,370,348,202,60
716,169,32.186855,370,368,200,60
710,175,35.086817,370,329,192,60
695,188,33.438737,370,328,183,60
682,199,33.076498,370,299,165,60
661,216,28.429792,370,305,155,60
647,228,29.464835,370,239,137,60
635,239,33.817861,370,205,117,60
622,250,30.998242,370,198,106,60
604,265,30.190004,370,182,94,60
593,274,28.138454,370,156,82,60
588,279,22.680382,370,164,76,60
582,286,22.011154,370,175,72,60
577,293,14.894780,370,231,75,60
572,300,12.400356,370,275,72,60
570,304,8.246288,370,370,76,60
566,314,4.998885,370,370,75,60
565,320,3.973400,370,370,80,60
564,330,2.121465,370,370,80,60
562,343,0.286238,370,370,79,60
562,354,-0.021781,370,370,82,60
563,363,-0.258333,370,370,83,60
565,374,-0.797716,370,370,87,60
568,388,-2.415182,370,370,92,60
572,400,-3.692574,370,370,100,60
575,407,-6.812940,370,370,110,60
582,422,-8.188715,370,370,134,60
587,429,-13.685379,370,370,148,60
594,439,-17.867145,370,370,190,60
599,445,-23.747692,370,370,286,60
607,453,-27.409524,370,370,370,60
626,470,-30.064381,370,370,370,60
640,482,-30.179652,370,370,370,60
654,494,-30.388818,370,370,365,60
676,513,-31.080886,370,370,353,60
690,525,-31.731703,370,370,338,60
705,537,-31.176502,370,370,326,60
719,550,-31.159921,370,348,306,60
734,563,-30.545873,370,331,293,60
755,581,-29.756648,370,315,282,60
769,593,-29.635644,370,298,269,60
783,606,-30.798990,370,288,255,60
802,623,-29.494323,370,270,238,60
815,634,-29.297941,370,252,228,60
826,645,-28.508988,370,237,216,60
838,655,-27.804704,370,217,202,60
849,666,-27.391449,370,204,190,60
864,681,-26.682148,370,193,179,60
873,690,-28.687013,370,184,169,60
883,698,-28.586376,370,170,155,60
896,711,-26.667858,370,158,147,60
904,719,-26.101779,370,148,140,60
912,727,-26.832585,370,135,127,60
920,734,-26.265136,350,126,120,60
932,746,-25.678124,313,116,111,60
942,757,-25.413558,272,103,99,60
949,763,-29.239675,271,96,90,60
956,768,-39.556374,324,106,85,60
961,771,-47.133215,314,112,82,60
965,772,-56.397194,309,152,87,60
970,773,-71.255031,320,220,96,60
974,773,-80.463398,338,303,109,60
980,773,-85.097099,369,285,128,60
983,773,-95.939847,370,282,162,60
995,770,-107.963732,370,281,204,60
1002,768,-117.205502,370,297,278,60
1016,762,-122.572556,370,304,264,60
1030,757,-124.812893,370,303,251,60
1043,750,-126.480262,370,282,228,60
1057,744,-123.444040,370,254,216,60
1079,734,-125.150651,370,243,202,60
1093,728,-125.048447,370,223,186,60
1107,722,-126.042565,370,201,165,60
1120,716,-125.589389,370,184,151,60
1140,709,-123.652092,370,155,131,60
1151,704,-120.396505,370,136,121,60
1162,700,-121.038154,370,124,110,60
1172,696,-120.635130,370,112,99,60
1187,691,-117.247167,269,95,90,60
1192,689,-121.537887,312,92,82,60
1200,684,-127.762134,354,85,72,60
1203,682,-140.849598,370,112,72,60
1206,679,-146.780746,370,130,73,60
1208,677,-155.300661,370,173,78,60
1209,673,-164.927711,324,256,86,60
1210,670,-173.889963,306,370,103,60
1211,665,-173.395506,302,370,100,60
1213,655,-175.929609,296,370,99,60
1214,644,-175.510136,290,370,104,60
1214,636,174.423432,370,272,370,60
1213,620,176.501272,278,370,123,60
1211,612,174.052995,272,370,135,60
1207,596,169.619806,264,370,142,60
1203,582,170.511249,243,370,144,60
1199,574,165.723567,254,370,195,60
1190,557,163.640759,223,370,186,60
1182,542,167.934811,196,370,217,60
1168,519,167.032816,175,370,233,60
1159,502,167.049314,188,194,370,60
1150,486,154.658588,141,150,370,60
1141,469,167.985393,104,365,305,60
1130,449,162.183250,92,120,370,60
1124,438,159.887342,71,109,357,60
1115,419,164.746035,56,320,354,60
1112,411,165.436956,48,309,353,60
1109,404,167.922044,41,296,344,60
1108,399,177.184276,42,285,285,60
1106,387,178.196541,35,280,320,60
1106,380,168.815064,42,268,266,60
1106,370,-144.694746,30,267,314,60
1107,362,-178.836707,48,247,257,60
1110,348,-176.462703,282,243,217,60
1113,341,-173.141158,247,230,234,60
1117,333,-170.336194,266,222,209,60
1120,327,-166.260490,250,219,196,60
1128,316,-155.988065,234,215,183,60
1136,306,-152.396442,209,224,155,60
1143,297,-162.464866,204,194,158,60
1155,282,-150.667195,189,187,144,60
1162,273,-149.349056,166,189,120,60
1171,264,-156.399329,162,165,118,60
1178,255,-156.492706,152,157,110,60
1187,246,-144.546424,138,154,90,60
1195,237,-147.873765,133,148,86,60
1199,231,-150.084660,130,134,90,60
1202,226,-156.771045,121,124,86,60
1206,217,-161.081589,117,114,86,60
1207,212,-174.617646,114,106,89,60
1209,206,-175.068481,113,97,96,60
1210,201,-167.837109,102,92,89,60
1212,196,-169.955953,110,84,104,60
1214,192,-165.935120,90,82,83,60
1216,188,-154.551310,80,83,71,60
1221,184,-149.126648,79,77,71,60
1224,181,-147.241691,75,89,56,60
1225,180,-144.903706,72,86,52,60
1239,176,-109.742913,82,34,32,60
1243,176,-97.225992,45,24,28,60
1247,176,-84.458185,23,17,27,60
1252,178,-61.038070,17,16,37,60
1253,179,-43.897293,18,22,138,60
1253,181,-20.593603,28,56,370,60
1253,182,-13.754631,39,140,370,60
1251,183,-2.687627,51,370,370,60
1250,183,0.301852,62,370,370,60
1249,183,2.823669,66,370,370,60
1247,190,4.019359,75,370,370,60
1242,201,9.053923,90,370,217,60
1236,211,11.671435,107,370,193,60
1231,219,19.013185,162,370,161,60
1219,231,26.713865,220,370,147,60
1213,236,34.526165,370,370,127,60
1204,242,37.766302,370,370,117,60
1185,255,40.500865,370,370,103,60
1169,265,40.955686,370,370,76,60
1153,275,41.590713,370,370,58,60
1140,285,35.237151,370,370,48,60
1132,292,33.147571,370,370,41,60
1125,299,26.809362,370,370,39,60
1114,312,21.694686,370,370,38,60
1110,318,15.884825,370,370,41,60
1104,328,13.041000,370,370,56,60
1100,336,8.576094,336,370,370,60
1095,348,4.786500,314,370,370,60
1093,357,2.048690,300,370,370,60
1091,375,1.057895,292,370,370,60
1087,401,0.789712,296,370,370,60
1084,419,0.827442,302,370,370,60
1082,437,0.965304,305,370,370,60
1078,466,0.953732,310,370,370,60
1075,484,0.842241,313,368,370,60
1072,504,0.851084,319,340,370,60
1068,532,1.012539,323,322,370,60
1065,550,1.221181,331,294,370,60
1062,568,1.496089,337,276,370,60
1057,595,1.232870,340,258,370,60
1054,611,1.105360,333,241,347,60
1052,628,1.005532,299,216,310,60
1048,650,1.257311,278,201,289,60
1046,664,1.547726,257,187,271,60
1043,677,1.883710,228,167,244,60
1040,690,2.245462,209,154,226,60
1036,707,2.288751,193,142,207,60
1034,718,1.874349,179,131,192,60
1032,729,1.627868,165,121,176,60
1030,739,1.501385,144,105,152,60
1026,754,2.315694,130,95,140,60
1024,763,2.553062,117,86,127,60
1022,772,2.885848,97,72,107,60
1019,782,4.699706,86,64,96,60
1016,787,9.332558,75,60,96,60
1014,790,15.874759,66,57,104,60
1009,794,26.343343,58,58,144,60
1006,796,36.354869,55,63,231,60
1003,798,46.942774,55,72,370,60
1000,798,62.315180,65,129,370,60
998,797,86.763248,87,370,370,60
997,796,107.017613,131,370,370,60
996,795,119.975951,262,370,370,60
988,790,126.345943,370,370,370,60
978,784,135.682845,370,370,357,60
968,777,138.432228,370,370,345,60
955,767,139.079149,370,370,333,60
933,750,144.084492,370,370,324,60
918,739,138.853076,370,370,320,60
896,722,138.558921,370,370,320,60
881,711,138.970006,365,370,321,60
866,700,140.585213,344,370,326,60
851,688,140.447086,329,370,351,60
829,671,140.488995,314,370,341,60
814,660,138.519294,299,370,329,60
800,648,142.524930,279,370,333,60
778,631,141.068924,262,370,370,60
762,620,137.842779,248,370,370,60
748,608,140.005227,226,349,370,60
733,597,139.887581,210,325,370,60
711,579,138.550261,195,291,370,60
697,568,137.142313,180,275,370,60
683,557,139.761934,161,249,370,60
663,541,140.692327,145,224,370,60
651,531,141.764118,135,219,370,60
639,521,140.000475,116,180,370,60
628,512,141.761972,106,170,370,60
618,503,144.597207,97,165,370,60
604,491,143.085517,85,131,370,60
599,486,149.923415,86,176,370,60
594,479,154.325823,82,175,370,60
589,471,162.896861,85,237,370,60
586,464,168.459499,86,270,370,60
584,459,171.879170,94,348,370,60
583,450,172.106881,93,339,370,60
582,440,-138.845128,99,329,370,60
583,429,-179.525098,123,321,317,60
584,421,-176.999914,121,306,320,60
588,406,-175.665242,133,298,305,60
591,398,-172.681023,142,289,295,60
596,389,-167.112407,289,324,221,60
601,381,-164.105826,213,277,247,60
607,374,-159.979187,265,277,228,60
621,358,-158.179197,272,270,214,60
630,346,-151.923950,245,265,189,60
645,329,-159.150295,243,238,188,60
656,317,-157.166878,228,227,175,60
665,306,-157.078004,216,215,164,60
676,295,-154.413830,193,202,144,60
685,285,-155.656340,185,189,135,60
700,270,-153.657218,172,180,123,60
708,261,-153.898281,162,174,111,60
717,253,-149.407616,147,164,94,60
728,241,-157.529456,141,144,93,60
734,232,-162.199090,134,130,89,60
739,226,-166.003476,130,115,90,60
742,218,-158.014119,116,119,76,60
744,212,-164.400043,113,102,82,60
746,207,-165.866370,107,96,82,60
747,199,-176.808051,104,90,85,60
749,195,-174.983208,106,83,94,60
751,191,-171.792392,97,79,86,60
754,186,-164.659837,86,76,75,60
758,183,-157.529455,79,75,65,60
761,180,-148.933527,72,80,49,60
765,177,-140.170153,69,63,41,60
771,175,-128.708655,69,51,37,60
774,174,-117.050433,72,37,30,60
777,174,-102.254515,44,21,23,60
779,175,-86.454574,20,15,23,60
780,177,-62.378196,17,17,37,60
781,178,-47.535351,20,23,113,60
782,180,-28.751349,25,44,370,60
782,182,-17.089845,34,82,370,60
782,183,-7.921010,44,370,370,60
781,184,-1.477989,58,370,370,60
779,185,1.239525,63,370,370,60
778,186,6.722949,79,370,345,60
772,198,11.235480,94,370,324,60
767,204,18.025503,370,370,296,60
761,212,22.288026,370,370,266,60
751,221,30.059628,370,370,251,60
742,229,32.918617,370,370,227,60
723,244,31.840329,370,370,217,60
709,256,36.136090,370,344,197,60
695,267,32.199348,370,305,182,60
680,279,32.317064,370,297,164,60
659,296,32.024203,370,274,149,60
646,306,33.913498,370,224,133,60
632,316,32.348684,370,202,118,60
620,327,34.794450,370,174,100,60
602,340,34.289198,370,156,89,60
591,347,37.097992,370,128,76,60
583,355,29.006548,370,129,69,60
578,360,23.547348,370,152,66,60
575,364,16.141713,370,223,72,60
571,371,14.048988,370,242,71,60
569,376,7.710008,370,303,72,60
567,382,7.842151,370,370,75,60
564,392,2.984963,370,370,78,60
562,402,0.876516,370,370,78,60
562,410,0.474439,370,370,80,60
562,420,0.080319,370,370,82,60
563,434,-0.382925,370,370,82,60
565,446,-2.093794,370,370,87,60
567,454,-2.321424,370,370,90,60
571,464,-3.034968,370,370,100,60
574,473,-5.903091,370,370,116,60
582,487,-8.969623,370,367,134,60
586,494,-13.465144,370,359,149,60
593,503,-13.130172,370,351,180,60
601,512,-22.636847,370,355,233,60
610,522,-25.949824,370,361,343,60
629,539,-24.039187,370,338,329,60
648,558,-27.051436,370,334,310,60
668,577,-26.658155,370,305,295,60
680,589,-23.860214,370,296,278,60
699,608,-25.214792,370,270,259,60
711,620,-23.175625,370,247,243,60
729,637,-26.435239,370,235,221,60
740,649,-26.225156,370,221,209,60
756,665,-23.299730,370,207,199,60
766,675,-23.475918,370,194,189,60
775,685,-23.789727,370,176,173,60
788,699,-23.623936,370,165,165,60
796,707,-24.504012,370,156,154,60
804,715,-24.965046,370,145,140,60
812,723,-25.212796,362,137,131,60
820,732,-25.065588,336,127,121,60
831,744,-23.860924,293,116,114,60
838,752,-22.386650,264,107,106,60
845,759,-22.635184,228,95,94,60
852,765,-29.470527,264,94,89,60
856,769,-33.495764,338,95,83,60
860,771,-41.807600,370,107,80,60
863,772,-50.694885,370,129,83,60
866,773,-60.267341,370,173,89,60
872,773,-75.931869,370,268,100,60
876,773,-84.550984,370,370,120,60
883,773,-89.885411,370,370,141,60
891,772,-101.329239,370,370,183,60
901,770,-106.850824,370,370,212,60
909,767,-115.767729,370,370,353,60
920,763,-117.423791,370,370,364,60
934,758,-118.977359,370,370,347,60
960,748,-119.765668,370,370,324,60
978,742,-120.590444,370,350,307,60
995,735,-116.713592,370,325,292,60
1013,729,-118.892869,370,291,265,60
1039,720,-118.471548,370,270,247,60
1056,714,-118.193122,370,240,220,60
1071,709,-119.104129,370,225,204,60
1086,704,-116.884574,370,203,190,60
