641,795,-178.512392,207,69,41,60
641,795,-176.890625,200,72,41,60
641,794,-177.364216,204,69,39,60
641,793,-177.376669,204,68,38,60
641,791,136.063875,196,72,38,60
640,790,175.389151,178,85,42,60
639,791,165.896630,157,370,49,60
639,792,153.422341,134,321,63,60
639,793,139.878174,116,182,100,60
636,793,122.815784,111,135,370,60
628,790,120.096074,106,120,370,60
620,788,115.131118,97,105,309,60
613,786,111.204840,89,87,202,60
607,783,120.952901,82,87,243,60
604,781,130.760422,79,96,370,60
601,778,137.948159,76,114,370,60
597,774,152.059385,82,163,370,60
595,771,158.865086,87,218,370,60
593,766,169.255213,93,306,370,60
592,762,171.123424,102,370,76,60
591,758,175.157321,110,370,69,60
591,753,177.853511,117,370,65,60
592,746,-175.064058,148,370,56,60
595,732,-176.632890,135,370,49,60
597,724,-169.952303,168,370,37,60
604,706,-173.768810,176,370,370,60
607,696,-172.676776,175,370,370,60
611,684,-168.996978,200,370,370,60
614,671,-176.487162,176,370,370,60
616,667,-173.066381,173,370,370,60
619,663,-167.899052,202,370,370,60
622,659,-161.037830,286,370,370,60
627,655,-149.195745,370,370,370,60
633,651,-136.273098,370,370,370,60
637,650,-128.351614,370,370,333,60
641,648,-118.484629,370,370,370,60
644,648,-109.829312,370,370,75,60
650,648,-95.032989,370,370,45,60
654,649,-83.941746,370,331,23,60
662,650,-71.341030,370,31,11,60
678,654,-65.583848,370,6,3,60
686,656,-72.449031,370,12,4,60
695,657,-72.998115,370,12,4,60
698,657,-80.797733,370,308,8,60
700,656,-101.333585,370,370,370,60
700,655,-128.411625,370,370,370,60
699,654,-143.161961,370,370,255,60
704,649,-147.068702,370,370,370,60
707,648,-140.841101,370,370,370,60
710,646,-137.035080,370,370,370,60
713,645,-125.380776,344,370,271,60
719,643,-113.998612,370,370,299,60
723,643,-101.834256,370,370,370,60
726,643,-90.096176,370,231,330,60
732,644,-76.431532,370,261,278,60
735,645,-67.059383,370,370,244,60
738,647,-57.760301,370,370,217,60
742,650,-45.973703,228,319,206,60
744,652,-38.300513,252,270,202,60
747,654,-31.114972,370,238,199,60
750,658,-21.396405,370,208,202,60
751,661,-15.730737,370,194,209,60
752,664,-11.088835,324,184,217,60
740,704,35.445723,148,169,8,60
737,706,43.911514,0,0,0,60
734,707,52.264648,0,0,0,60
726,711,55.356219,0,0,0,60
722,712,49.051157,0,0,0,60
722,714,30.095554,0,0,0,60
723,714,15.581578,144,142,3,60
725,714,6.452829,158,133,17,60
726,713,1.378604,180,131,190,60
727,712,-0.066151,186,132,186,60
727,718,-0.212652,182,129,182,60
727,725,-0.658430,173,122,171,60
728,730,-0.320965,166,117,164,60
728,735,-0.064031,154,109,154,60
728,744,0.049453,145,103,145,60
727,750,0.358903,137,97,137,60
725,760,0.804589,121,87,124,60
724,767,1.318128,110,80,116,60
722,775,1.952868,100,73,107,60
720,782,2.567668,83,62,92,60
718,790,2.589017,73,54,80,60
716,801,2.246320,58,43,63,60
713,811,1.467128,45,33,48,60
712,818,0.878667,37,26,37,60
711,824,0.388684,28,20,28,60
713,826,-1.015492,25,18,25,60
714,827,-6.226174,27,17,23,60
715,827,-20.942278,35,19,21,60
716,826,-35.787235,69,24,23,60
717,825,-56.812521,370,40,28,60
719,824,-87.394084,305,164,48,60
719,823,-108.782923,370,370,131,60
719,822,-134.778370,370,295,370,60
719,821,-143.324393,89,370,370,60
723,817,-149.155739,72,370,370,60
728,813,-148.274715,75,370,299,60
735,808,-136.799489,99,370,370,60
746,802,-132.045408,370,370,370,60
755,798,-119.059990,370,253,370,60
760,798,-105.764720,370,255,200,60
764,797,-95.041572,370,370,125,60
770,798,-81.099510,247,370,99,60
774,799,-70.970704,245,204,73,60
780,802,-58.241141,370,122,61,60
786,804,-55.521956,370,97,55,60
795,808,-54.615209,370,84,49,60
806,812,-55.791992,370,79,47,60
817,816,-56.637786,370,75,42,60
822,817,-64.912690,370,83,44,60
824,817,-81.803209,370,153,54,60
825,816,-102.068372,221,370,113,60
825,815,-129.620348,370,200,268,60
825,814,-144.174322,370,370,370,60
830,808,-152.831182,370,370,370,60
834,804,-150.017238,370,370,197,60
838,801,-141.083279,370,195,370,60
843,799,-128.476070,370,181,370,60
847,798,-119.410217,370,173,370,60
852,797,-104.892246,370,370,209,60
855,797,-96.102430,180,370,135,60
860,798,-82.555215,169,370,106,60
864,799,-73.850237,370,246,76,60
867,800,-65.452798,370,151,66,60
875,803,-62.336671,370,128,62,60
882,805,-62.413724,370,122,59,60
890,807,-63.392298,370,119,56,60
901,810,-66.483398,370,127,56,60
908,812,-68.267560,370,127,55,60
919,814,-72.145720,370,155,56,60
926,815,-74.414493,370,173,58,60
933,816,-76.871232,370,212,59,60
941,817,-77.961516,370,234,61,60
949,818,-81.193415,370,319,63,60
962,819,-84.951869,370,308,66,60
970,819,-89.363850,370,298,75,60
987,818,-94.949399,370,284,87,60
996,817,-99.798279,370,272,107,60
1003,816,-103.225118,370,269,123,60
1010,814,-109.047153,370,270,157,60
1020,812,-112.545554,370,264,164,60
1028,810,-113.789752,370,264,203,60
1038,807,-112.825597,370,256,207,60
1045,805,-110.639326,370,242,203,60
1052,804,-104.065728,370,220,152,60
1062,803,-94.860697,334,207,121,60
1068,803,-88.968302,286,199,103,60
1074,803,-82.259981,248,194,87,60
1083,805,-77.769289,223,188,78,60
1091,805,-79.960696,216,180,78,60
1098,806,-82.064035,212,172,79,60
1106,806,-87.293554,210,161,86,60
1114,806,-92.566227,214,153,94,60
1124,806,-97.236885,223,144,110,60
1131,805,-99.325100,221,138,117,60
1137,804,-102.445485,231,133,134,60
1148,802,-105.394673,233,124,141,60
1155,801,-103.375237,227,117,130,60
1167,799,-105.413419,193,105,120,60
1174,798,-104.604131,179,97,111,60
1182,796,-102.405045,154,85,97,60
1190,795,-98.948242,125,75,92,60
1202,794,-97.416854,111,67,82,60
1214,793,-99.761647,86,54,69,60
1221,792,-101.681914,79,44,52,60
1231,790,-107.057782,68,38,44,60
1236,789,-110.391836,59,31,35,60
1238,787,-128.334644,134,37,32,60
1237,786,-149.385753,370,66,39,60
1237,785,-160.944886,370,115,49,60
1235,784,-172.803398,370,242,62,60
